id,Label,sim.title.cal_merge_str_edit_distance,sim.year.cal_distinct
"883391,931760",0,0.2586206896551724,1.0
"606868,606868",1,1.0,1.0
"333438,693638",0,0.34285714285714286,1.0
"290009,932739",0,0.5714285714285714,1.0
"54461,343213",0,0.32499999999999996,0.0
"50456,209388",1,1.0,1.0
"474300,474300",1,1.0,1.0
"77166,77166",1,1.0,1.0
"469318,616804",0,0.37142857142857144,1.0
"880811,880811",1,1.0,1.0
"285952,103360",0,0.42105263157894735,0.0
"803317,165617",0,0.6417910447761195,1.0
"430519,430519",1,1.0,1.0
"786934,284336",0,0.3555555555555555,1.0
"348219,348219",1,1.0,1.0
"194893,462155",0,0.42105263157894735,1.0
"391908,159114",0,0.5,0.0
"789372,149445",0,0.6190476190476191,0.0
"522285,998236",0,0.6097560975609756,1.0
"39848,956327",1,1.0,1.0
"317859,897809",0,0.791044776119403,1.0
"532330,384752",1,1.0,1.0
"45177,955550",0,0.75,1.0
"385055,234510",0,0.5384615384615384,0.0
"292065,522231",0,0.38095238095238093,1.0
"516291,516291",1,1.0,1.0
"644575,644575",1,1.0,1.0
"766891,127492",0,0.33333333333333337,1.0
"3015,3015",1,1.0,1.0
"26657,971663",0,0.5454545454545454,1.0
"781705,781705",1,1.0,1.0
"94051,270203",0,0.4482758620689655,1.0
"402196,402196",1,1.0,1.0
"154187,702394",0,0.7241379310344828,1.0
"656106,84089",0,0.2870370370370371,0.0
"584827,807307",0,0.37254901960784315,1.0
"964830,65126",1,1.0,1.0
"485298,398569",0,0.3571428571428571,0.0
"399915,842089",0,0.43243243243243246,1.0
"182708,588283",0,0.4411764705882353,1.0
"500825,500825",1,1.0,1.0
"723686,584032",0,0.33333333333333337,0.0
"991580,15548",0,0.4242424242424242,0.0
"489995,600218",0,0.5263157894736843,1.0
"884165,220243",0,0.4137931034482759,0.0
"69019,419582",0,0.40625,1.0
"730202,860804",1,1.0,1.0
"220696,903952",0,0.4444444444444444,0.0
"751924,865790",0,0.36585365853658536,1.0
"873657,909326",0,0.6,1.0
"722807,722807",1,1.0,1.0
"131717,131717",1,1.0,1.0
"769439,769439",1,1.0,1.0
"413803,413803",1,1.0,1.0
"437185,822469",1,1.0,1.0
"611837,924300",0,0.5952380952380952,1.0
"793573,772209",0,0.4411764705882353,0.0
"574378,10890",0,0.4814814814814815,1.0
"946219,83880",0,0.32499999999999996,1.0
"842182,971431",0,0.4,0.0
"134910,851974",0,0.7222222222222222,0.0
"523246,951046",0,0.5925925925925926,0.0
"996424,996424",1,1.0,1.0
"827384,846566",0,0.3191489361702128,1.0
"621373,621373",1,1.0,1.0
"789951,292645",0,0.6470588235294117,1.0
"979234,502546",0,0.7,1.0
"999115,602355",0,0.6521739130434783,0.0
"405285,500118",0,0.6190476190476191,1.0
"122941,156225",0,0.3870967741935484,1.0
"234862,234862",1,1.0,1.0
"329375,329375",1,1.0,1.0
"986470,40388",0,0.5416666666666667,0.0
"886464,957561",0,0.7142857142857143,0.0
"345176,283082",0,0.3076923076923077,1.0
"823503,823503",1,1.0,1.0
"531987,159362",0,0.34615384615384615,1.0
"531121,795158",0,0.43333333333333335,0.0
"288572,411342",0,0.4642857142857143,1.0
"49856,296564",0,0.3666666666666667,1.0
"795981,795981",1,1.0,1.0
"823517,823517",1,1.0,1.0
"673796,95464",0,0.4193548387096774,1.0
"999179,999179",1,1.0,1.0
"10988,10988",1,1.0,1.0
"17370,17370",1,1.0,1.0
"53546,53546",1,1.0,1.0
"57435,57435",1,1.0,1.0
"381106,361495",0,0.6176470588235294,1.0
"885723,885723",1,1.0,1.0
"864256,864256",1,1.0,1.0
"954982,414148",0,0.5714285714285714,0.0
"778921,766576",0,0.4137931034482759,1.0
"546331,664955",0,0.4347826086956522,1.0
"912536,247722",0,0.4444444444444444,1.0
"984605,503120",0,0.5625,0.0
"37997,891868",0,0.7,0.0
"828270,828270",1,1.0,1.0
"610665,334071",1,1.0,1.0
"977592,918165",1,1.0,1.0
"491623,898490",0,0.9166666666666666,0.0
"279443,279443",1,1.0,1.0
"912530,912530",1,1.0,1.0
"26099,413335",0,0.36,1.0
"757298,757298",1,1.0,1.0
"794595,496710",0,0.5208333333333333,1.0
"197542,650289",0,0.32352941176470584,1.0
"783387,783387",1,1.0,1.0
"616552,616552",1,1.0,1.0
"10635,10635",1,1.0,1.0
"186064,668694",0,0.6,1.0
"29461,658662",0,0.5357142857142857,0.0
"206938,206938",1,1.0,1.0
"252253,252253",1,1.0,1.0
"178130,983862",0,0.4473684210526315,1.0
"804390,233913",0,0.4545454545454546,1.0
"57092,607309",0,0.4097222222222222,1.0
"277305,963901",0,0.7,1.0
"478155,478155",1,1.0,1.0
"643547,779387",0,0.5217391304347826,1.0
"390167,752312",0,0.6060606060606061,1.0
"177410,953803",1,1.0,1.0
"502670,713181",0,0.5555555555555556,0.0
"123087,361495",0,0.5348837209302326,0.0
"720047,80723",0,0.4285714285714286,0.0
"410129,860257",0,0.5185185185185186,1.0
"680598,680598",1,1.0,1.0
"778290,778290",1,1.0,1.0
"996857,90912",0,0.5357142857142857,0.0
"62096,279606",0,0.45833333333333337,0.0
"688558,688558",1,1.0,1.0
"98150,95225",1,1.0,1.0
"698421,313598",0,0.43333333333333335,0.0
"161211,216483",0,0.5172413793103448,0.0
"80570,15537",1,1.0,1.0
"2843,853234",0,0.5555555555555556,1.0
"4394,639382",0,0.7741935483870968,1.0
"951885,793300",0,0.717948717948718,1.0
"852060,973879",0,0.4285714285714286,0.0
"93660,19193",0,0.5454545454545454,1.0
"548347,716767",0,0.276595744680851,0.0
"969113,969113",1,1.0,1.0
"924093,924093",1,1.0,1.0
"64564,236303",0,0.4,1.0
"929617,243971",1,1.0,1.0
"269133,269133",1,1.0,1.0
"744687,984756",0,0.2727272727272727,1.0
"336555,336555",1,1.0,1.0
"889963,889963",1,1.0,1.0
"501977,501977",1,1.0,1.0
"866347,866347",1,1.0,1.0
"138171,534313",0,0.5555555555555556,1.0
"604624,117791",0,0.5,1.0
"676522,813949",0,0.41666666666666663,1.0
"295323,625092",0,0.4838709677419355,0.0
"890093,890093",1,1.0,1.0
"604899,799436",1,1.0,1.0
"596829,987133",0,0.6153846153846154,1.0
"811437,969151",0,0.5909090909090908,0.0
"511675,549921",0,0.5217391304347826,1.0
"441548,441548",1,1.0,1.0
"195522,195522",1,1.0,1.0
"920245,987070",0,0.4666666666666667,0.0
"44219,190691",0,0.47058823529411764,1.0
"254748,19713",1,1.0,1.0
"886509,912938",0,0.5609756097560976,0.0
"485352,485352",1,1.0,1.0
"413417,632",0,0.46875,0.0
"949928,287894",0,0.9545454545454546,0.0
"398073,864860",1,1.0,1.0
"246374,246374",1,1.0,1.0
"511518,662327",0,0.5576923076923077,1.0
"788177,233334",1,1.0,1.0
"430282,470711",0,0.5263157894736843,0.0
"208072,838315",0,0.43999999999999995,1.0
"44820,697140",0,0.4285714285714286,0.0
"469083,381076",0,0.3666666666666667,0.0
"619187,619187",1,1.0,1.0
"735286,303345",0,0.46875,0.0
"153820,459720",0,0.5,1.0
"179103,58952",0,0.5454545454545454,1.0
"125488,847965",0,0.375,1.0
"136004,698916",0,0.48,1.0
"762848,231521",0,0.52,1.0
"204366,15412",0,0.34693877551020413,0.0
"527550,425258",0,0.4782608695652174,1.0
"828128,748101",0,0.2962962962962963,1.0
"466595,466595",1,1.0,1.0
"116646,388224",0,0.8888888888888888,1.0
"903318,472110",1,1.0,1.0
"990167,800131",0,0.38235294117647056,0.0
"829887,829887",1,1.0,1.0
"995929,995929",1,1.0,1.0
"692045,692045",1,1.0,1.0
"791869,359305",0,0.40740740740740744,0.0
"26218,258635",0,0.56,1.0
"263912,263912",1,1.0,1.0
"76264,969445",0,0.5333333333333333,0.0
"70869,379349",0,0.3939393939393939,1.0
"979380,536970",0,0.5416666666666667,0.0
"470769,470769",1,1.0,1.0
"418039,300556",0,0.7567567567567568,1.0
"701952,89510",1,1.0,1.0
"205657,917486",0,0.5625,1.0
"599145,254383",1,1.0,1.0
"706664,706664",1,1.0,1.0
"949224,399387",0,0.5,1.0
"467554,381277",0,0.6451612903225806,1.0
"456912,760261",0,0.5,1.0
"348597,348597",1,1.0,1.0
"503101,346064",0,0.36363636363636365,0.0
"620546,948331",0,0.4444444444444444,1.0
"259516,259516",1,1.0,1.0
"647859,108444",0,0.33333333333333337,0.0
"555952,958617",0,0.4571428571428572,0.0
"609439,609439",1,1.0,1.0
"250170,812359",0,0.6285714285714286,0.0
"382954,463895",0,0.8888888888888888,1.0
"683476,183951",0,0.48,1.0
"17836,17836",1,1.0,1.0
"798230,798230",1,1.0,1.0
"38218,220615",0,0.5333333333333333,1.0
"893184,893184",1,1.0,1.0
"288733,288733",1,1.0,1.0
"594029,232686",0,0.4,1.0
"252737,138227",0,0.3548387096774194,0.0
"782229,715353",0,0.43999999999999995,0.0
"726134,46867",0,0.5185185185185186,1.0
"818084,155986",0,0.3421052631578947,1.0
"129196,823636",0,0.4838709677419355,1.0
"608659,651301",0,0.4545454545454546,0.0
"978790,519085",0,0.5483870967741935,0.0
"413102,449675",0,0.48,0.0
"706327,218414",0,0.56,0.0
"931073,394734",0,0.53125,0.0
"758392,133511",0,0.5185185185185186,1.0
"50364,308014",0,0.36111111111111116,1.0
"507066,507066",1,1.0,1.0
"581619,82835",0,0.6190476190476191,0.0
"473076,473076",1,1.0,1.0
"323199,994074",0,0.5769230769230769,0.0
"987653,37581",0,0.7241379310344828,0.0
"870521,713521",1,1.0,1.0
"371834,507916",0,0.52,1.0
"254304,238328",0,0.43999999999999995,1.0
"201295,201295",1,1.0,1.0
"863514,863514",1,1.0,1.0
"69470,69470",1,1.0,1.0
"18196,395405",0,0.6666666666666667,0.0
"645846,19974",0,0.5517241379310345,1.0
"55709,663978",0,0.45945945945945943,0.0
"939961,843154",0,0.35416666666666663,0.0
"120383,359385",0,0.725,1.0
"731978,225988",0,0.6875,1.0
"268002,873247",0,0.5945945945945945,1.0
"639340,294170",0,0.4375,1.0
"785875,785875",1,1.0,1.0
"542798,882756",0,0.7045454545454546,1.0
"240933,219932",0,0.5238095238095238,1.0
"479891,479891",1,1.0,1.0
"429900,104254",0,0.5555555555555556,1.0
"35160,35160",1,1.0,1.0
"734715,971864",0,0.3571428571428571,0.0
"745226,310247",0,0.43243243243243246,1.0
"53220,216498",0,0.45238095238095233,1.0
"705450,705450",1,1.0,1.0
"758630,714436",0,0.40625,1.0
"763809,478053",0,0.4193548387096774,0.0
"955549,757428",0,0.4878048780487805,1.0
"196470,191497",0,0.56,1.0
"833426,824316",0,0.5675675675675675,0.0
"485478,392423",0,0.48571428571428577,1.0
"626788,626788",1,1.0,1.0
"778975,778975",1,1.0,1.0
"987740,292944",0,0.37142857142857144,0.0
"308022,235597",0,0.5357142857142857,1.0
"904568,675435",0,0.5882352941176471,0.0
"348710,283529",0,0.7017543859649122,0.0
"145310,919193",0,0.6285714285714286,0.0
"951777,290131",0,0.5208333333333333,0.0
"216384,172283",0,0.42553191489361697,1.0
"631024,130236",0,0.34285714285714286,1.0
"868832,860119",0,0.5384615384615384,1.0
"17522,17522",1,1.0,1.0
"903896,827040",1,1.0,1.0
"813600,775772",0,0.9375,1.0
"975541,13533",0,0.5517241379310345,0.0
"715309,27087",0,0.55,0.0
"698479,106427",0,0.5510204081632653,1.0
"387087,387087",1,1.0,1.0
"896622,896622",1,1.0,1.0
"246238,901761",0,0.37142857142857144,0.0
"477736,477736",1,1.0,1.0
"631302,425786",0,0.5185185185185186,0.0
"681288,707606",0,0.4285714285714286,0.0
"925525,149049",0,0.5348837209302326,1.0
"927173,914498",0,0.5,1.0
"426717,816750",0,0.5945945945945945,0.0
"668574,163952",0,0.6666666666666667,1.0
"949453,949453",1,1.0,1.0
"828252,828252",1,1.0,1.0
"440359,74404",0,0.5483870967741935,0.0
"657722,996310",0,0.4193548387096774,0.0
"397856,371465",0,0.5185185185185186,0.0
"507108,424257",0,0.34615384615384615,0.0
"905980,293528",0,0.5925925925925926,0.0
"426695,695657",0,0.5185185185185186,1.0
"535413,317472",0,0.4,0.0
"294921,294921",1,1.0,1.0
"227907,176113",0,0.38888888888888884,1.0
"565205,929814",0,0.5,1.0
"604523,604523",1,1.0,1.0
"364836,364836",1,1.0,1.0
"892398,712987",0,0.24193548387096775,1.0
"405152,733951",1,1.0,1.0
"48586,229607",0,0.3214285714285714,0.0
"325517,454712",0,0.5416666666666667,0.0
"991453,663084",0,0.6470588235294117,1.0
"241955,13014",0,0.26315789473684215,0.0
"774612,883032",0,0.4642857142857143,1.0
"696234,828745",0,0.43243243243243246,1.0
"854342,130381",1,1.0,1.0
"552138,903242",0,0.6,1.0
"949055,875657",0,0.3137254901960784,1.0
"153180,837199",0,0.2941176470588235,1.0
"586580,642080",0,0.5909090909090908,1.0
"459541,524785",0,0.1875,1.0
"580804,580804",1,1.0,1.0
"348193,348193",1,1.0,1.0
"355384,110038",0,0.43999999999999995,1.0
"427804,532833",0,0.43999999999999995,1.0
"411349,592270",0,0.5555555555555556,1.0
"442724,442724",1,1.0,1.0
"271416,486587",0,0.5,1.0
"605029,605029",1,1.0,1.0
"937516,569324",0,0.4375,1.0
"966172,966172",1,1.0,1.0
"88585,896589",0,0.48,1.0
"515777,496267",0,0.33333333333333337,0.0
"172987,172987",1,1.0,1.0
"260997,823770",0,0.6333333333333333,1.0
"633200,308613",0,0.5555555555555556,1.0
"864701,182213",0,0.5416666666666667,0.0
"30645,183170",0,0.7647058823529411,1.0
"776954,256447",0,0.33333333333333337,1.0
"158731,578132",0,0.30434782608695654,1.0
"409079,409079",1,1.0,1.0
"335127,49457",0,0.4545454545454546,0.0
"548390,177824",0,0.5925925925925926,0.0
"913532,419129",0,0.38983050847457623,1.0
"517700,222428",0,0.2222222222222222,0.0
"799408,799408",1,1.0,1.0
"801451,801451",1,1.0,1.0
"507108,335058",0,0.46153846153846156,0.0
"179115,719084",0,0.4666666666666667,1.0
"776164,33505",1,1.0,1.0
"818162,538602",0,0.5714285714285714,0.0
"772924,772924",1,1.0,1.0
"746366,95455",0,0.6,1.0
"966074,513293",1,1.0,1.0
"268632,820214",0,0.4285714285714286,1.0
"114518,114518",1,1.0,1.0
"671027,517330",0,0.7058823529411764,1.0
"598256,598256",1,1.0,1.0
"924290,751014",0,0.65,1.0
"497552,414170",0,0.38,1.0
"246490,879704",0,0.5769230769230769,0.0
"401078,401078",1,1.0,1.0
"505632,700229",0,0.6170212765957447,1.0
"851557,817698",0,0.4418604651162791,0.0
"227682,841903",0,0.48275862068965514,1.0
"751163,359022",0,0.4545454545454546,1.0
"623981,594278",0,0.3913043478260869,1.0
"835514,900999",1,1.0,1.0
"834972,599315",0,0.65,1.0
"785493,785493",1,1.0,1.0
"972843,972843",1,1.0,1.0
"811946,811946",1,1.0,1.0
"708738,188695",0,0.4838709677419355,0.0
"256946,482190",0,0.4375,0.0
"158434,961492",0,0.6111111111111112,1.0
"772895,772895",1,1.0,1.0
"31674,31674",1,1.0,1.0
"720845,216900",0,0.36,0.0
"709651,117162",0,0.65,1.0
"924170,357060",0,0.30000000000000004,1.0
"541029,901336",0,0.42307692307692313,1.0
"94439,421663",1,1.0,1.0
"166571,206733",0,0.525,1.0
"723880,723880",1,1.0,1.0
"57217,57217",1,1.0,1.0
"635124,332128",0,0.23333333333333328,1.0
"443537,443537",1,1.0,1.0
"394140,205994",0,0.4444444444444444,0.0
"958160,21384",0,0.631578947368421,1.0
"968800,459994",0,0.28,1.0
"334432,176293",0,0.48,0.0
"305578,305578",1,1.0,1.0
"324986,524444",0,0.625,1.0
"544595,544595",1,1.0,1.0
"820423,820423",1,1.0,1.0
"591898,671629",1,1.0,1.0
"104341,786886",0,0.8888888888888888,1.0
"436592,436592",1,1.0,1.0
"379739,654759",0,0.6190476190476191,1.0
"602610,766692",0,0.5416666666666667,0.0
"766766,766766",1,1.0,1.0
"413375,413375",1,1.0,1.0
"562884,697883",0,0.9555555555555556,1.0
"199312,576945",0,0.7169811320754718,1.0
"602222,11579",0,0.5652173913043479,1.0
"883951,883951",1,1.0,1.0
"432596,461025",0,0.5,1.0
"810246,627270",0,0.4545454545454546,1.0
"635890,108868",0,0.5,0.0
"361478,361478",1,1.0,1.0
"990895,992540",0,0.8461538461538461,1.0
"484212,677612",0,0.75,1.0
"164552,569777",0,0.41860465116279066,1.0
"959021,684",0,0.5686274509803921,1.0
"793477,793477",1,1.0,1.0
"648078,904831",0,0.6176470588235294,0.0
"602715,602715",1,1.0,1.0
"896813,302547",0,0.5,1.0
"402257,402257",1,1.0,1.0
"280688,757803",0,0.6,1.0
"288707,391586",0,0.5714285714285714,1.0
"719293,24681",0,0.4814814814814815,0.0
"391837,979325",0,0.5238095238095238,1.0
"996707,667065",0,0.36111111111111116,1.0
"830501,26098",0,0.375,1.0
"586859,586859",1,1.0,1.0
"872409,872409",1,1.0,1.0
"3165,472818",1,1.0,1.0
"535229,21374",1,1.0,1.0
"741559,213530",0,0.4666666666666667,0.0
"913612,913612",1,1.0,1.0
"351037,873452",0,0.7142857142857143,1.0
"162550,78893",0,0.56,0.0
"155481,93587",0,0.3384615384615385,0.0
"706481,708082",0,0.4545454545454546,1.0
"914849,840145",0,0.37209302325581395,1.0
"935348,935348",1,1.0,1.0
"831925,312322",0,0.6153846153846154,0.0
"916211,355107",0,0.15384615384615385,1.0
"934211,921732",0,0.6176470588235294,1.0
"567759,567759",1,1.0,1.0
"228642,67286",0,0.6296296296296297,1.0
"247406,752751",1,1.0,1.0
"469637,942749",0,0.4411764705882353,1.0
"822472,224418",0,0.6666666666666667,0.0
"662305,808743",0,0.7647058823529411,1.0
"78546,306748",0,0.5416666666666667,0.0
"34725,490572",0,0.56,0.0
"650958,650958",1,1.0,1.0
"747781,193794",0,0.5333333333333333,1.0
"716516,716516",1,1.0,1.0
"425192,425192",1,1.0,1.0
"374265,913216",0,0.4117647058823529,0.0
"284910,284910",1,1.0,1.0
"414652,113980",0,0.631578947368421,1.0
"481320,294651",0,0.5263157894736843,1.0
"968160,241685",0,0.5,1.0
"784424,276420",0,0.5416666666666667,0.0
"968865,620543",0,0.4444444444444444,1.0
"569296,66493",0,0.6666666666666667,1.0
"877808,877808",1,1.0,1.0
"558757,558757",1,1.0,1.0
"240722,67374",0,0.44999999999999996,0.0
"340987,754800",0,0.5,1.0
"768234,768234",1,1.0,1.0
"834496,834496",1,1.0,1.0
"357891,698757",0,0.4871794871794872,1.0
"920043,701266",0,0.5789473684210527,0.0
"441411,145469",0,0.5862068965517242,0.0
"488348,904869",0,0.6595744680851063,1.0
"706929,876135",0,0.5238095238095238,1.0
"389413,367790",0,0.7333333333333334,0.0
"574463,226269",0,0.4411764705882353,1.0
"446185,437898",0,0.13043478260869568,0.0
"661701,761831",0,0.5862068965517242,1.0
"989080,989080",1,1.0,1.0
"8365,201067",0,0.5,1.0
"42262,279223",1,1.0,1.0
"360008,360008",1,1.0,1.0
"413178,660573",0,0.5769230769230769,1.0
"997961,997961",1,1.0,1.0
"927749,927749",1,1.0,1.0
"197017,197017",1,1.0,1.0
"995826,201327",0,0.6181818181818182,1.0
"274642,219768",0,0.5813953488372092,1.0
"430767,643919",0,0.6274509803921569,1.0
"674928,739563",0,0.4285714285714286,1.0
"8731,333288",1,1.0,1.0
"209011,674052",0,0.3928571428571429,0.0
"447320,44783",0,0.5416666666666667,0.0
"904357,904357",1,1.0,1.0
"353763,353763",1,1.0,1.0
"849652,849652",1,1.0,1.0
"234651,234651",1,1.0,1.0
"163700,163700",1,1.0,1.0
"22279,48483",0,0.6129032258064516,0.0
"864045,864045",1,1.0,1.0
"187416,882861",0,0.6,0.0
"3759,952543",0,0.5789473684210527,1.0
"86278,173507",0,0.42307692307692313,0.0
"752505,619945",0,0.6222222222222222,1.0
"750189,83217",0,0.5,1.0
"275526,546166",0,0.5,1.0
"973970,578336",0,0.5675675675675675,0.0
"784730,480561",0,0.6086956521739131,1.0
"500130,500130",1,1.0,1.0
"695799,670544",0,0.3666666666666667,1.0
"995462,305305",0,0.5882352941176471,0.0
"108347,108347",1,1.0,1.0
"178349,377723",0,0.5263157894736843,1.0
"752253,752253",1,1.0,1.0
"802212,30002",0,0.6764705882352942,1.0
"463461,507281",0,0.48275862068965514,1.0
"531583,730804",0,0.4516129032258065,0.0
"217206,217206",1,1.0,1.0
"310819,310819",1,1.0,1.0
"261382,491927",0,0.2978723404255319,1.0
"54657,197502",0,0.5185185185185186,1.0
"437004,657056",0,0.6153846153846154,0.0
"781074,991337",0,0.5416666666666667,0.0
"492649,492649",1,1.0,1.0
"106605,687464",0,0.5428571428571429,1.0
"616979,706430",0,0.4782608695652174,0.0
"410280,880987",0,0.3928571428571429,1.0
"541795,404695",0,0.6764705882352942,1.0
"492037,492037",1,1.0,1.0
"16879,218874",0,0.41666666666666663,1.0
"909213,300924",0,0.5909090909090908,0.0
"827166,827166",1,1.0,1.0
"429898,429898",1,1.0,1.0
"39243,602297",0,0.4722222222222222,1.0
"983816,983816",1,1.0,1.0
"564655,304316",0,0.4864864864864865,0.0
"516668,955117",1,1.0,1.0
"910396,910396",1,1.0,1.0
"634540,288422",0,0.48484848484848486,1.0
"272238,272238",1,1.0,1.0
"270526,906065",0,0.41666666666666663,1.0
"773167,773167",1,1.0,1.0
"990548,481454",1,1.0,1.0
"872609,544946",0,0.4222222222222223,1.0
"46375,641244",0,0.5172413793103448,1.0
"855769,446896",0,0.5384615384615384,1.0
"917042,32115",1,1.0,1.0
"742773,422289",0,0.5185185185185186,0.0
"367294,942571",0,0.6875,1.0
"807188,971628",0,0.45945945945945943,1.0
"284484,898821",0,0.7333333333333334,1.0
"332185,189483",0,0.5384615384615384,0.0
"301216,301216",1,1.0,1.0
"925653,993539",0,0.607843137254902,1.0
"912839,912839",1,1.0,1.0
"229396,229396",1,1.0,1.0
"997610,320147",0,0.40625,0.0
"291925,489804",0,0.4444444444444444,1.0
"855403,956213",0,0.46153846153846156,1.0
"293083,293083",1,1.0,1.0
"660215,582657",0,0.6304347826086957,0.0
"614735,614735",1,1.0,1.0
"189537,189537",1,1.0,1.0
"749761,749761",1,1.0,1.0
"782819,723141",0,0.3529411764705882,1.0
"591189,591189",1,1.0,1.0
"669017,669017",1,1.0,1.0
"536524,476952",0,0.5,0.0
"518780,414550",0,0.6785714285714286,0.0
"391719,218840",0,0.3783783783783784,1.0
"871014,16035",0,0.509090909090909,1.0
"647958,647958",1,1.0,1.0
"29851,19193",0,0.6296296296296297,1.0
"405665,520623",0,0.775,1.0
"445785,183965",0,0.33333333333333337,0.0
"788563,713753",0,0.4285714285714286,1.0
"140363,140363",1,1.0,1.0
"566530,862150",0,0.5,1.0
"473863,209538",1,1.0,1.0
"45443,884509",1,1.0,1.0
"511895,55903",0,0.6153846153846154,0.0
"750067,750067",1,1.0,1.0
"470317,470317",1,1.0,1.0
"163820,163820",1,1.0,1.0
"190447,968501",0,0.40625,1.0
"972643,596878",0,0.5217391304347826,1.0
"454318,624686",0,0.7636363636363637,1.0
"507970,624958",0,0.56,1.0
"992989,860487",0,0.41463414634146345,1.0
"259669,259669",1,1.0,1.0
"343713,11649",0,0.5,1.0
"83950,83950",1,1.0,1.0
"296676,296676",1,1.0,1.0
"78167,78167",1,1.0,1.0
"493544,939906",0,0.38888888888888884,0.0
"834014,447850",1,1.0,1.0
"334500,490048",0,0.575,0.0
"285535,589161",0,0.40625,0.0
"330844,624953",0,0.7551020408163265,1.0
"535946,792598",0,0.9090909090909091,1.0
"603741,393620",0,0.56,0.0
"877255,647835",0,0.6538461538461539,1.0
"43425,60182",0,0.6086956521739131,0.0
"904829,27692",0,0.5882352941176471,0.0
"85178,318983",0,0.4375,1.0
"657512,218690",0,0.5833333333333333,1.0
"780492,780492",1,1.0,1.0
"626326,858337",0,0.5121951219512195,1.0
"518887,655368",0,0.4117647058823529,0.0
"47438,779211",0,0.35185185185185186,1.0
"575145,661506",0,0.5217391304347826,0.0
"305996,723228",0,0.59375,1.0
"74297,960168",0,0.5714285714285714,1.0
"77474,426545",1,1.0,1.0
"803973,803973",1,1.0,1.0
"777907,777907",1,1.0,1.0
"563910,563910",1,1.0,1.0
"276802,846961",0,0.4782608695652174,0.0
"897387,897387",1,1.0,1.0
"248104,248104",1,1.0,1.0
"926836,473349",0,0.5476190476190477,0.0
"946848,660519",0,0.6190476190476191,1.0
"230302,220398",0,0.43243243243243246,0.0
"701808,70434",0,0.4137931034482759,0.0
"324029,324029",1,1.0,1.0
"290346,860820",0,0.5652173913043479,1.0
"88585,938899",0,0.34042553191489366,0.0
"843189,843189",1,1.0,1.0
"194450,171649",0,0.6097560975609756,1.0
"213636,213636",1,1.0,1.0
"438742,617207",0,0.4893617021276596,1.0
"23606,565265",1,1.0,1.0
"19643,191487",0,0.30000000000000004,0.0
"822002,822002",1,1.0,1.0
"160098,156511",1,1.0,1.0
"427924,637590",0,0.48484848484848486,1.0
"705336,101856",0,0.5416666666666667,1.0
"198075,943694",0,0.43999999999999995,0.0
