id,Label,sim.title.cal_merge_str_edit_distance,sim.title.sim_lcs.<class 'list'>#3506,sim.venue.sim_equality.<function equality_paper at 0x000001F4700AE828>,sim.year.cal_distinct
"1950,1818",0,0.532258064516129,0.75,0,0.0
"1450,1274",0,0.37142857142857144,1.0,0,0.0
"655,319",1,1.0,1.0,1,1.0
"1947,813",0,0.47126436781609193,0.8,0,0.0
"1092,1548",0,0.45999999999999996,0.6666666666666666,0,0.0
"778,1751",1,0.9736842105263158,0.5,1,1.0
"631,1190",1,1.0,1.0,1,1.0
"1133,1748",1,1.0,1.0,1,1.0
"1891,468",0,0.2857142857142857,0.3333333333333333,1,0.0
"1207,802",1,1.0,1.0,1,1.0
"1839,1046",0,0.24528301886792447,0.5,1,0.0
"1347,1236",0,0.4078947368421053,0.4,0,0.0
"229,379",0,0.49090909090909096,0.5,0,0.0
"2487,2037",0,0.49090909090909096,0.25,1,0.0
"2288,1075",0,0.30000000000000004,0.5,1,0.0
"1160,226",0,1.0,1.0,1,1.0
"1301,764",1,1.0,1.0,1,1.0
"1542,1650",0,0.417910447761194,0.3333333333333333,0,0.0
"1480,855",0,0.5636363636363637,0.5,0,0.0
"776,706",0,0.4528301886792453,0.25,1,0.0
"699,298",0,0.5217391304347826,0.6666666666666666,1,0.0
"2195,1932",1,1.0,1.0,1,1.0
"2277,195",0,0.5294117647058824,0.0,1,0.0
"287,2259",0,0.46153846153846156,0.6666666666666666,0,0.0
"2385,1157",1,1.0,0.75,1,1.0
"304,526",0,0.53125,1.0,1,0.0
"691,620",0,0.4590163934426229,0.0,1,1.0
"215,964",0,0.4126984126984127,0.25,0,1.0
"119,220",0,0.33333333333333337,0.5,0,0.0
"2477,93",0,0.19512195121951215,0.5,1,0.0
"32,314",0,0.30000000000000004,0.25,0,0.0
"1977,1906",0,0.2816901408450704,0.5,1,1.0
"2315,1898",0,0.4727272727272728,0.4,1,1.0
"1123,1949",1,1.0,1.0,1,1.0
"1704,595",0,0.22499999999999998,0.5,1,0.0
"1256,1357",1,1.0,1.0,1,1.0
"398,1667",0,0.4181818181818182,0.5,0,0.0
"797,1167",0,0.40384615384615385,0.0,0,0.0
"631,328",0,0.4925373134328358,0.3333333333333333,0,0.0
"2315,1614",0,0.49090909090909096,0.5,1,0.0
"1428,1588",0,0.29268292682926833,0.3333333333333333,0,0.0
"742,1048",0,0.33333333333333337,0.6666666666666666,0,0.0
"1119,1873",0,0.5593220338983051,0.5,1,0.0
"1717,1455",0,0.42500000000000004,0.3333333333333333,0,0.0
"1964,97",0,0.6,0.5,1,0.0
"1272,2197",0,0.3125,0.16666666666666666,0,0.0
"1123,331",0,0.5897435897435898,0.6666666666666666,1,0.0
"2000,1117",1,1.0,1.0,1,1.0
"1173,883",0,0.3285714285714286,0.2,0,1.0
"1158,175",1,1.0,1.0,1,1.0
"1247,807",0,0.36585365853658536,0.6,1,0.0
"577,2087",1,1.0,1.0,1,1.0
"2290,1555",1,1.0,1.0,1,1.0
"2318,2227",0,0.3709677419354839,0.5,0,0.0
"2299,494",0,0.4,0.0,0,0.0
"114,1920",1,1.0,1.0,1,1.0
"312,1649",0,0.35416666666666663,0.3333333333333333,0,1.0
"2186,768",0,0.4415584415584416,0.0,1,0.0
"2148,927",0,1.0,1.0,1,0.0
"1251,1340",0,0.23188405797101452,0.4,0,0.0
"2266,528",1,1.0,1.0,1,1.0
"2175,1345",0,0.4029850746268657,0.0,1,0.0
"1933,1898",0,0.28260869565217395,0.6,0,0.0
"1172,524",0,0.44999999999999996,1.0,1,0.0
"698,372",0,0.4444444444444444,0.3333333333333333,1,0.0
"141,207",0,0.45238095238095233,0.3333333333333333,0,0.0
"508,1396",0,0.4181818181818182,0.4,1,0.0
"666,583",0,0.37142857142857144,0.75,1,1.0
"1835,184",1,1.0,1.0,1,1.0
"1215,1088",0,0.3414634146341463,1.0,0,0.0
"729,1021",1,1.0,1.0,1,1.0
"284,342",0,0.5,0.0,0,0.0
"69,1125",0,0.44303797468354433,0.4,1,0.0
"744,1031",0,0.4920634920634921,0.6666666666666666,1,1.0
"287,1761",0,0.6,0.6666666666666666,1,0.0
"1875,2254",1,1.0,1.0,1,1.0
"2025,1242",1,1.0,1.0,1,1.0
"2529,1623",0,0.14,0.3333333333333333,0,0.0
"2522,1770",0,0.2692307692307693,0.5,1,0.0
"153,1164",0,0.5428571428571429,0.5,1,0.0
"698,85",0,0.5873015873015873,0.5,1,0.0
"743,1427",0,0.4918032786885246,0.3333333333333333,0,0.0
"2583,669",0,1.0,1.0,1,0.0
"2503,1812",0,0.2962962962962963,0.6666666666666666,1,0.0
"2346,1408",0,0.38095238095238093,0.0,1,0.0
"1775,870",1,1.0,1.0,1,1.0
"1963,2123",0,1.0,1.0,1,1.0
"2570,1162",0,0.5,0.5,1,0.0
"2495,1637",0,0.5121951219512195,0.5,0,0.0
"591,2073",0,0.36923076923076925,0.5,0,0.0
"2008,1560",0,0.5263157894736843,0.3333333333333333,0,0.0
"933,430",0,0.38596491228070173,0.3333333333333333,0,0.0
"1939,449",1,1.0,1.0,1,1.0
"703,1983",0,0.39655172413793105,0.0,0,0.0
"2244,2290",0,0.5,0.5,0,1.0
"1108,1048",0,0.2588235294117647,1.0,0,1.0
"595,1996",0,0.2763157894736842,0.25,1,0.0
"466,510",1,1.0,1.0,1,1.0
"1252,333",0,0.36363636363636365,0.5,1,0.0
"1221,1616",1,1.0,1.0,1,1.0
"1300,1975",0,0.3571428571428571,0.5,1,0.0
"1331,1700",1,1.0,1.0,1,1.0
"934,334",1,0.96875,1.0,1,1.0
"856,287",0,0.4,0.3333333333333333,0,0.0
"1604,1321",0,0.26315789473684215,0.6666666666666666,0,0.0
"1650,300",0,0.3090909090909091,0.6,0,0.0
"972,379",0,0.5272727272727273,0.4,1,0.0
"1090,1277",0,0.41666666666666663,0.75,0,0.0
"2296,1885",0,0.5081967213114754,0.6,1,1.0
"2232,1427",0,0.5081967213114754,0.6666666666666666,0,0.0
"1655,1194",1,1.0,1.0,1,1.0
"746,287",0,0.4339622641509434,0.3333333333333333,1,0.0
"384,1146",0,0.2407407407407407,0.0,0,0.0
"644,1035",0,0.40909090909090906,0.6666666666666666,1,0.0
"854,2084",0,0.5,0.0,0,0.0
"1623,1275",1,1.0,1.0,1,1.0
"1381,330",0,0.24468085106382975,0.5,0,0.0
"83,1454",1,1.0,1.0,1,1.0
"512,1766",0,0.3584905660377359,0.8,1,0.0
"438,1371",0,0.4130434782608695,0.25,0,0.0
"237,1972",1,1.0,1.0,1,1.0
"267,384",1,1.0,1.0,1,1.0
"2409,49",0,0.4655172413793104,0.3333333333333333,0,0.0
"2313,258",0,0.26315789473684215,0.3333333333333333,1,0.0
"2488,340",0,0.28260869565217395,0.5,0,0.0
"459,374",0,0.28846153846153844,1.0,0,0.0
"935,658",0,0.3298969072164949,0.25,0,0.0
"1030,1217",0,0.4155844155844156,0.5,0,0.0
"311,542",0,1.0,1.0,1,0.0
"829,949",0,0.8490566037735849,0.6666666666666666,1,0.0
"1225,1292",0,0.4528301886792453,0.2,0,0.0
"1732,917",0,0.5,0.0,0,0.0
"2423,28",0,0.5306122448979591,0.6666666666666666,0,0.0
"600,2235",1,1.0,1.0,1,1.0
"847,1191",1,1.0,1.0,1,1.0
"2095,207",0,0.36363636363636365,0.3333333333333333,1,0.0
"1330,2117",1,1.0,1.0,1,1.0
"1466,1444",1,1.0,1.0,1,1.0
"635,1902",1,1.0,1.0,1,1.0
"2025,1132",0,0.2549019607843137,0.25,1,0.0
"1883,715",1,1.0,1.0,1,1.0
"2150,809",0,0.17021276595744683,0.0,0,0.0
"2011,692",1,1.0,1.0,1,1.0
"287,848",0,0.3924050632911392,0.6666666666666666,0,0.0
"844,775",1,1.0,1.0,1,1.0
"1512,1282",1,1.0,1.0,1,1.0
"2385,636",0,0.34042553191489366,0.25,1,0.0
"1238,731",1,1.0,1.0,1,1.0
"1819,581",0,0.5217391304347826,0.3333333333333333,0,0.0
"2359,382",0,0.37362637362637363,0.375,1,0.0
"162,589",0,0.1578947368421053,0.5,0,0.0
"808,1189",0,0.5,0.5,0,0.0
"2359,501",0,0.41758241758241754,0.4444444444444444,1,0.0
"1381,923",1,1.0,1.0,1,1.0
"1741,1675",0,0.21621621621621623,0.5,1,0.0
"1102,1230",0,0.5,0.5,0,0.0
"1341,2199",1,1.0,1.0,1,1.0
"372,1704",0,0.41463414634146345,0.5,1,0.0
"814,964",0,0.52,0.5,1,0.0
"743,1785",1,1.0,1.0,1,1.0
"946,865",0,0.16666666666666663,0.6666666666666666,1,0.0
"1464,2068",1,1.0,0.0,1,1.0
"234,1789",0,0.4691358024691358,0.3333333333333333,0,0.0
"1944,793",1,1.0,1.0,1,1.0
"2571,81",0,0.1785714285714286,0.5,0,0.0
"1320,1684",1,0.8813559322033898,1.0,1,1.0
"2608,554",0,0.18181818181818177,0.16666666666666666,1,1.0
"78,2250",0,0.4871794871794872,0.6666666666666666,1,0.0
"1225,865",0,0.5283018867924528,0.3333333333333333,0,0.0
"1400,1318",0,0.4390243902439024,0.5,0,0.0
"828,465",0,0.4683544303797469,0.42857142857142855,1,0.0
"291,1408",0,0.33333333333333337,0.0,1,1.0
"1098,1850",0,0.17142857142857137,0.25,1,0.0
"2494,225",0,0.3214285714285714,0.5,0,0.0
"459,998",0,0.6538461538461539,0.75,1,0.0
"933,1442",0,0.4464285714285714,0.25,0,0.0
"1160,334",0,0.96875,1.0,1,1.0
"2248,386",0,0.3913043478260869,0.5,1,0.0
"1904,469",0,0.4545454545454546,0.5,0,0.0
"1791,506",0,0.54,0.5,1,1.0
"794,2225",0,0.2857142857142857,0.6666666666666666,0,0.0
"1126,1186",0,1.0,1.0,0,0.0
"1645,547",0,1.0,1.0,1,0.0
"1184,25",1,1.0,1.0,1,1.0
"963,2089",0,0.3770491803278688,0.25,0,0.0
"2430,544",0,0.4025974025974026,0.3333333333333333,0,0.0
"22,1667",0,0.4878048780487805,0.5,1,0.0
"1310,48",0,0.5428571428571429,0.5,1,0.0
"2119,777",0,0.31182795698924726,0.3333333333333333,1,0.0
"266,118",1,0.47619047619047616,1.0,1,1.0
"907,551",0,1.0,1.0,1,0.0
"1977,2245",0,0.26530612244897955,0.3333333333333333,0,0.0
"2232,894",0,0.4363636363636364,0.3333333333333333,0,0.0
"628,510",0,0.4727272727272728,0.25,0,0.0
"1892,2241",0,0.31818181818181823,0.3333333333333333,0,0.0
"1933,990",1,1.0,1.0,1,1.0
"1281,375",0,0.40816326530612246,0.25,1,0.0
"701,1147",0,0.33333333333333337,0.25,1,0.0
"1089,1719",0,0.4565217391304348,0.5,0,0.0
"1993,1072",0,0.5714285714285714,0.6666666666666666,1,0.0
"1829,1912",0,0.4477611940298507,0.25,0,0.0
"1180,56",1,0.8888888888888888,1.0,1,1.0
"960,1219",0,0.5151515151515151,0.0,1,0.0
"2119,1182",0,1.0,1.0,1,0.0
"1714,1270",1,1.0,0.8571428571428571,1,1.0
"1765,950",0,0.5,0.0,0,0.0
"2601,527",0,1.0,1.0,1,1.0
"1425,1764",0,0.5306122448979591,0.5,0,0.0
"78,1194",0,0.5384615384615384,0.75,0,0.0
"1361,117",0,0.3608247422680413,0.4,1,0.0
"747,688",0,0.5681818181818181,0.3333333333333333,1,0.0
"698,1681",0,0.34375,0.4,1,0.0
"137,1831",1,1.0,1.0,1,1.0
"2277,889",0,0.2549019607843137,0.5,0,0.0
"373,1447",1,1.0,1.0,1,1.0
"1481,1898",0,0.23913043478260865,1.0,0,1.0
"1139,1704",0,0.4722222222222222,0.5,1,0.0
"992,104",0,0.4347826086956522,0.5,0,0.0
"385,782",0,0.5,1.0,0,1.0
"824,1930",1,0.8166666666666667,1.0,1,1.0
"485,1715",0,0.37681159420289856,0.3333333333333333,0,0.0
"1304,689",0,0.27941176470588236,0.25,0,0.0
"2245,210",1,1.0,1.0,1,1.0
"22,990",0,0.24390243902439024,0.75,0,0.0
"2057,1533",1,1.0,0.75,1,1.0
"2511,1406",0,0.46153846153846156,0.6666666666666666,1,0.0
"1439,791",1,1.0,1.0,1,1.0
"111,822",0,0.2909090909090909,0.6666666666666666,0,0.0
"2241,711",0,0.4814814814814815,0.5,1,0.0
"1772,1052",0,0.4814814814814815,0.3333333333333333,1,1.0
"307,2159",0,0.5094339622641509,0.5,1,0.0
"603,2072",1,1.0,1.0,1,1.0
"2355,1351",1,1.0,1.0,1,1.0
"1729,2013",0,0.5882352941176471,0.5,0,0.0
"644,1427",0,0.47540983606557374,0.6666666666666666,1,1.0
"551,168",1,0.7037037037037037,1.0,1,1.0
"1423,2049",1,1.0,1.0,1,1.0
"135,1867",0,0.4558823529411765,0.3333333333333333,1,0.0
"378,1479",0,0.5,0.4,1,0.0
"501,1571",1,1.0,1.0,1,1.0
"2219,1162",0,0.23076923076923073,0.5,0,0.0
"1670,184",0,0.2777777777777778,0.0,1,0.0
"2134,1564",1,1.0,1.0,1,1.0
"839,1513",0,0.52,0.4,0,0.0
"9,1630",0,0.4590163934426229,0.25,1,0.0
"3,591",0,0.44303797468354433,0.6666666666666666,1,0.0
"796,295",0,0.30000000000000004,0.3333333333333333,0,1.0
"2240,1848",0,0.29166666666666663,0.5,1,0.0
"946,407",0,0.3529411764705882,0.3333333333333333,0,0.0
"1197,1180",0,0.5340909090909092,0.5,1,0.0
"2341,1650",0,0.5283018867924528,0.3333333333333333,0,0.0
"2224,1313",0,0.52,0.5,0,0.0
"1047,1472",0,0.45614035087719296,0.6666666666666666,1,1.0
"2296,400",0,0.41509433962264153,0.4,1,0.0
"1229,134",0,0.48571428571428577,0.75,0,0.0
"2588,1959",0,0.22580645161290325,0.4,1,1.0
"1196,1376",0,0.4444444444444444,0.5,1,0.0
"436,1050",0,0.4285714285714286,0.3333333333333333,1,0.0
"182,1769",0,0.3770491803278688,0.5,0,0.0
"1180,2117",0,0.2666666666666667,0.75,1,0.0
"1828,1808",0,0.5,0.5,1,0.0
"2091,1576",0,0.4375,0.3333333333333333,1,0.0
"2593,42",0,0.46341463414634143,0.3333333333333333,0,0.0
"2129,373",0,0.38636363636363635,0.5,0,0.0
"2429,70",0,0.49056603773584906,0.6,1,1.0
"2518,689",0,0.5689655172413793,0.5,0,0.0
"2497,2239",0,0.3382352941176471,0.5,0,1.0
"1951,1423",0,0.4375,0.25,1,0.0
"1481,1675",0,0.3846153846153846,1.0,0,0.0
"11,2117",0,0.5757575757575757,0.75,1,1.0
"1287,215",0,0.5333333333333333,1.0,0,0.0
"482,109",0,0.24,0.8571428571428571,0,0.0
"162,1939",0,0.3513513513513513,0.5,1,1.0
"156,1601",0,0.5769230769230769,0.8,1,0.0
"2062,949",0,0.48051948051948057,1.0,1,0.0
"1901,2225",0,0.4655172413793104,0.3333333333333333,0,0.0
"1080,93",0,0.5925925925925926,0.5,1,0.0
"762,2082",1,1.0,1.0,1,1.0
"1481,18",0,0.5641025641025641,0.5,0,0.0
"155,255",0,0.32258064516129037,1.0,1,0.0
"1380,598",0,1.0,1.0,1,0.0
"1284,2109",0,0.49056603773584906,0.6666666666666666,0,0.0
"1836,1075",0,0.5098039215686274,0.5,1,0.0
"705,2202",0,1.0,1.0,1,0.0
"1273,190",0,0.27586206896551724,0.0,0,0.0
"2404,1163",1,1.0,1.0,1,1.0
"2132,328",0,0.410958904109589,0.6666666666666666,0,0.0
"863,1771",0,0.5245901639344263,1.0,0,0.0
"413,1129",1,1.0,1.0,1,1.0
"1631,104",0,1.0,1.0,0,0.0
"372,914",0,0.5365853658536586,0.5,1,0.0
"2081,1122",0,0.42168674698795183,0.3333333333333333,1,0.0
"2244,2184",0,0.5,0.5,0,1.0
"2600,1030",0,0.36363636363636365,0.5,1,1.0
"2559,1885",0,0.19672131147540983,0.6,0,0.0
"2535,42",0,0.15384615384615385,0.3333333333333333,1,1.0
"2112,1623",1,1.0,1.0,1,1.0
"1788,1915",0,0.34782608695652173,0.3333333333333333,0,0.0
"387,551",0,1.0,1.0,1,0.0
"1196,1183",0,1.0,1.0,1,0.0
"266,1299",0,0.2666666666666667,0.2857142857142857,0,0.0
"933,1878",0,0.4464285714285714,0.25,0,0.0
"1052,1693",1,1.0,0.0,1,1.0
"1646,1463",0,0.3088235294117647,0.25,1,0.0
"834,620",0,0.2978723404255319,0.0,0,0.0
"2446,2182",0,0.5,0.6,0,0.0
"1452,669",0,1.0,1.0,1,0.0
"360,817",0,0.5,0.0,1,0.0
"691,622",1,0.9523809523809523,1.0,1,1.0
"2296,152",0,0.5652173913043479,0.5,1,0.0
"243,1778",1,1.0,1.0,1,1.0
"2508,2133",0,0.6153846153846154,0.0,1,1.0
"1422,542",0,0.5882352941176471,0.5,1,0.0
"1977,1927",0,0.42307692307692313,0.25,1,1.0
"683,1744",1,1.0,1.0,1,1.0
"1525,1810",1,1.0,1.0,1,1.0
"1411,1669",0,0.5,0.5,0,0.0
"368,964",0,0.5,0.5,0,0.0
"1344,141",0,0.2028985507246377,1.0,0,0.0
"2494,2239",0,0.2941176470588235,0.5,1,0.0
"2371,917",0,1.0,1.0,0,0.0
"1639,546",0,0.53125,1.0,1,0.0
"2416,976",1,1.0,1.0,1,1.0
"16,75",0,0.3285714285714286,0.2,1,0.0
"1811,481",1,1.0,1.0,1,1.0
"1504,1528",1,1.0,1.0,1,1.0
"829,1001",1,1.0,1.0,1,1.0
"509,197",0,0.381578947368421,0.0,1,0.0
"2180,852",1,1.0,1.0,1,1.0
"2209,463",0,0.5,1.0,0,0.0
"2550,343",0,0.6428571428571428,1.0,0,0.0
"711,958",0,0.4054054054054054,0.5,0,1.0
"2146,1541",0,0.4782608695652174,0.6666666666666666,0,0.0
"316,1046",0,0.4528301886792453,0.25,1,0.0
"964,1594",0,0.3207547169811321,0.2,0,0.0
"2296,1866",0,0.5,0.5,1,0.0
"368,1451",0,0.35365853658536583,0.5,0,0.0
"1037,642",1,1.0,1.0,1,1.0
"2408,1007",1,1.0,1.0,1,1.0
"470,1522",0,0.3114754098360656,0.3333333333333333,0,0.0
"2488,127",0,0.44067796610169496,0.3333333333333333,1,1.0
"381,2148",0,0.18518518518518523,0.0,1,1.0
"1489,1342",0,0.38636363636363635,1.0,0,1.0
"2248,1681",0,0.46376811594202894,0.4,1,0.0
"1421,1029",1,1.0,1.0,1,1.0
"1972,1609",0,0.6,0.3333333333333333,0,0.0
"2460,1499",0,0.36923076923076925,0.5,0,0.0
"1088,1001",0,0.4516129032258065,0.0,0,0.0
"2108,588",0,0.5,0.3333333333333333,0,0.0
"1704,663",0,0.22499999999999998,0.5,1,0.0
"159,98",0,0.5094339622641509,0.5,0,0.0
"797,171",0,0.1428571428571429,0.25,1,0.0
"628,1156",0,0.4565217391304348,1.0,1,0.0
"560,1302",1,1.0,1.0,1,1.0
"1260,917",0,0.5,0.0,0,0.0
"2346,1313",0,0.4838709677419355,0.0,1,0.0
"2530,1142",1,1.0,1.0,1,1.0
"899,249",0,0.36363636363636365,0.5,1,0.0
"213,1860",1,1.0,1.0,1,1.0
"644,894",0,0.4181818181818182,0.3333333333333333,1,0.0
"349,304",0,0.31818181818181823,0.3333333333333333,0,0.0
"1513,1802",0,0.5555555555555556,0.6666666666666666,1,0.0
"1189,1801",0,0.29761904761904767,0.5,1,0.0
"1605,1650",0,0.4035087719298246,0.0,0,0.0
"2144,458",0,0.4,0.6666666666666666,1,0.0
"2317,403",0,0.4078947368421053,0.25,1,0.0
"1768,1692",0,0.38983050847457623,0.5,1,1.0
"144,68",0,0.2222222222222222,0.4,1,0.0
"1055,997",1,1.0,1.0,1,1.0
"1955,342",0,0.5,0.0,0,0.0
"713,889",0,0.7272727272727273,0.3333333333333333,1,0.0
"1511,509",0,0.41666666666666663,0.5,0,0.0
"391,1622",0,0.22807017543859653,0.6666666666666666,0,0.0
"2232,1648",0,0.4871794871794872,0.5,1,0.0
"2395,2",0,0.4117647058823529,0.25,1,0.0
"2503,1953",0,0.39534883720930236,0.2,1,0.0
"639,4",0,0.4776119402985075,0.5,0,0.0
"749,389",0,0.3787878787878788,0.3333333333333333,0,0.0
"742,152",1,0.9705882352941176,0.75,1,1.0
"2613,445",0,0.381578947368421,0.2,0,0.0
"598,382",0,0.4285714285714286,0.375,1,0.0
"1551,1904",1,1.0,1.0,1,1.0
"1114,763",0,0.9855072463768116,1.0,1,1.0
"2392,1785",0,0.4918032786885246,0.3333333333333333,0,0.0
"328,1191",0,0.3770491803278688,0.3333333333333333,1,0.0
"2386,1073",0,0.26,0.6666666666666666,0,0.0
"1908,347",0,0.4390243902439024,0.75,1,0.0
"2546,1904",0,0.3877551020408163,0.0,1,1.0
"146,1789",0,0.2962962962962963,0.6666666666666666,1,0.0
"37,1185",0,0.328125,0.0,1,1.0
"968,564",0,1.0,1.0,1,0.0
"1988,389",1,0.6515151515151515,1.0,1,1.0
"1531,104",0,0.30434782608695654,0.3333333333333333,0,0.0
"742,189",0,0.41538461538461535,0.5,1,1.0
"2450,1353",0,0.4626865671641791,0.6666666666666666,0,0.0
"943,140",0,0.5740740740740741,0.25,1,0.0
"592,1442",0,0.5769230769230769,0.5,0,0.0
"954,980",0,0.3287671232876712,0.2,1,0.0
"142,1938",0,0.46153846153846156,0.4,1,0.0
"2497,1236",0,0.5,0.5,0,0.0
"2409,1265",0,0.16666666666666663,0.6666666666666666,1,0.0
"2192,589",0,0.4107142857142857,0.3333333333333333,1,1.0
"592,1719",0,0.29268292682926833,0.5,1,0.0
"1706,1413",0,0.46153846153846156,0.5,0,0.0
"1624,576",0,0.5882352941176471,0.5,0,0.0
"903,1266",0,0.29166666666666663,0.3333333333333333,0,0.0
"7,777",0,0.3978494623655914,0.4,1,1.0
"1773,641",1,1.0,1.0,1,1.0
"612,1991",0,0.6153846153846154,1.0,0,0.0
"702,1502",0,0.5227272727272727,0.6,0,0.0
"237,2215",0,0.2941176470588235,0.0,0,0.0
"70,963",1,1.0,1.0,1,1.0
"2310,1477",1,1.0,1.0,1,1.0
"720,1248",1,1.0,1.0,1,1.0
"1753,1472",0,0.4736842105263158,0.3333333333333333,1,0.0
"593,347",0,0.37254901960784315,0.75,1,0.0
"35,1040",1,1.0,1.0,1,1.0
"392,1001",0,0.46153846153846156,0.0,0,1.0
"988,873",0,0.360655737704918,0.3333333333333333,1,0.0
"2518,1320",0,0.40384615384615385,0.0,1,1.0
"833,479",0,0.5,0.3333333333333333,0,0.0
"146,2146",0,0.48888888888888893,0.5,0,0.0
"816,663",0,0.5555555555555556,0.5,1,0.0
"1475,1416",1,1.0,1.0,1,1.0
"1662,1534",0,0.4098360655737705,0.3333333333333333,0,1.0
"143,1512",0,0.47457627118644063,0.0,1,0.0
"1753,576",0,0.5,0.5,1,1.0
"1425,481",0,0.19047619047619047,0.0,0,0.0
"1450,1048",0,0.2142857142857143,1.0,0,0.0
"13,1785",0,0.4605263157894737,0.6666666666666666,0,0.0
"1086,2101",0,0.6428571428571428,1.0,1,0.0
"29,2280",1,1.0,1.0,1,1.0
"1844,605",1,1.0,1.0,1,1.0
"975,1848",0,0.4629629629629629,0.5,1,0.0
"1475,1465",0,0.29166666666666663,0.25,1,0.0
"1185,429",0,0.472972972972973,1.0,0,0.0
"1233,430",0,0.42105263157894735,0.0,0,0.0
"398,1869",0,0.4727272727272728,0.5714285714285714,0,0.0
"547,2222",1,1.0,1.0,1,1.0
"708,608",0,0.33333333333333337,1.0,1,0.0
"517,1957",0,0.32352941176470584,0.5,0,0.0
"1560,1267",1,1.0,1.0,1,1.0
"1668,260",1,0.8979591836734694,0.75,1,1.0
"1368,190",0,0.2676056338028169,0.2,0,0.0
"272,2286",0,0.42307692307692313,0.0,1,0.0
"1229,1284",0,0.4347826086956522,0.6666666666666666,0,0.0
"838,1622",0,0.7575757575757576,0.6666666666666666,1,0.0
"840,1869",0,0.3584905660377359,0.8,1,0.0
"2351,1981",1,1.0,1.0,1,1.0
"135,118",0,0.3382352941176471,0.0,1,0.0
"1799,1787",0,0.5076923076923077,0.6666666666666666,1,0.0
"1481,262",0,0.23880597014925375,1.0,0,0.0
"359,649",0,1.0,1.0,1,0.0
"2266,1475",0,0.26190476190476186,0.5,0,0.0
"1972,1477",0,0.475,0.3333333333333333,1,0.0
"2473,85",0,0.5909090909090908,0.6666666666666666,1,0.0
"1178,1724",1,1.0,1.0,1,1.0
"2470,1686",0,0.4285714285714286,0.0,0,0.0
"287,1912",0,0.31343283582089554,0.6666666666666666,1,1.0
